ID,Rented Bike Count,Hour,Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day
4867,3418,18.0,,43,,1933.0,14.0,1.35,,0.0,Summer,No Holiday,Yes
6908,1996,19.0,25.3,60,1.2,,16.9,0.04,0.0,0.0,Autumn,No Holiday,Yes
8703,675,14.0,10.3,14,1.1,1880.0,-16.1,1.7,0.0,0.0,Autumn,No Holiday,Yes
388,100,3.0,-9.0,40,3.1,2000.0,,0.0,,,Winter,No Holiday,Yes
5939,461,10.0,29.5,78,2.0,1091.0,25.2,1.28,0.0,,Summer,No Holiday,Yes
1033,152,,-6.6,39,1.6,1930.0,-18.2,0.0,0.0,0.0,Winter,No Holiday,Yes
5992,698,15.0,34.3,49,1.0,1633.0,22.0,1.62,0.0,0.0,Summer,No Holiday,Yes
2489,1049,16.0,21.7,41,3.2,2000.0,7.8,1.91,0.0,0.0,Spring,,Yes
7989,1026,20.0,6.8,59,3.2,2000.0,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes
2630,516,13.0,8.0,37,3.4,2000.0,,1.96,0.0,0.0,Spring,No Holiday,Yes
3413,192,4.0,14.9,35,0.8,2000.0,-0.4,0.0,0.0,,Spring,,Yes
7660,253,3.0,11.5,61,,1399.0,4.2,0.0,,0.0,Autumn,No Holiday,Yes
5403,783,2.0,25.3,85,1.7,1594.0,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes
932,127,19.0,0.9,88,1.6,290.0,-0.8,,0.0,0.5,Winter,,Yes
5210,839,1.0,,66,,2000.0,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes
692,395,19.0,2.7,68,,348.0,-2.6,,0.0,0.0,Winter,No Holiday,Yes
5341,964,12.0,28.1,73,,1326.0,22.7,0.87,0.0,0.0,Summer,No Holiday,Yes
1892,169,19.0,-1.5,32,2.5,2000.0,-16.0,,,0.0,Winter,,Yes
2269,438,12.0,7.6,58,2.4,2000.0,-0.1,1.85,0.0,0.0,Spring,No Holiday,Yes
5970,1063,17.0,35.0,53,1.5,1618.0,23.9,1.78,0.0,0.0,Summer,,Yes
3795,287,,15.5,65,1.3,1953.0,8.9,0.0,0.0,0.0,Spring,No Holiday,Yes
4231,299,6.0,14.2,72,0.6,947.0,9.2,0.04,0.0,0.0,Spring,No Holiday,Yes
7370,0,1.0,,69,0.6,2000.0,9.0,0.0,0.0,0.0,Autumn,No Holiday,
3525,1531,,14.4,50,2.7,1216.0,4.0,0.01,0.0,0.0,Spring,No Holiday,Yes
7838,652,13.0,13.5,82,0.8,962.0,10.4,1.33,,0.0,Autumn,,Yes
45,359,20.0,4.6,51,1.2,1585.0,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes
3946,1106,9.0,15.1,74,0.6,,,0.76,0.0,0.0,Spring,No Holiday,Yes
3003,220,,9.0,63,,,2.3,0.0,0.0,0.0,Spring,No Holiday,Yes
8177,0,16.0,16.6,55,1.3,334.0,7.5,0.66,0.0,0.0,Autumn,No Holiday,
1188,283,11.0,2.2,20,0.6,1794.0,-18.5,0.83,0.0,0.0,Winter,No Holiday,Yes
5772,476,,33.6,46,1.7,1965.0,20.3,2.6,,0.0,Summer,No Holiday,Yes
4342,2074,21.0,18.2,69,,1286.0,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes
3039,572,14.0,,56,3.5,,-0.8,1.04,0.0,0.0,Spring,,Yes
1684,78,3.0,-5.2,48,,1309.0,-14.5,0.0,0.0,0.0,Winter,No Holiday,Yes
6930,1474,17.0,24.4,75,0.6,2000.0,,0.17,0.0,0.0,Autumn,,Yes
3972,944,,24.8,36,1.8,973.0,8.7,2.7,0.0,0.0,Spring,,Yes
6578,975,1.0,22.7,83,0.1,1940.0,19.6,0.0,0.0,,Autumn,No Holiday,Yes
64,621,15.0,8.0,73,1.6,433.0,,,0.0,,Winter,No Holiday,Yes
618,350,17.0,-3.6,20,3.7,2000.0,-23.3,0.23,0.0,0.0,Winter,No Holiday,Yes
6344,1330,7.0,24.3,74,0.6,1999.0,19.3,0.1,0.0,0.0,Summer,No Holiday,Yes
8033,1185,16.0,11.8,34,2.3,1979.0,-3.5,1.16,,0.0,Autumn,No Holiday,Yes
228,58,11.0,0.9,92,0.9,137.0,-0.2,0.03,,3.9,Winter,No Holiday,Yes
4975,37,,22.5,83,0.8,537.0,19.4,0.0,0.4,0.0,Summer,No Holiday,Yes
6963,227,2.0,20.3,81,1.9,1234.0,16.9,0.0,0.1,0.0,Autumn,No Holiday,Yes
5826,1184,17.0,38.0,36,,1989.0,20.3,2.03,,0.0,Summer,No Holiday,Yes
7782,146,5.0,8.2,73,1.3,1305.0,3.6,,0.0,,Autumn,,Yes
7912,576,15.0,14.0,87,1.2,1482.0,11.8,0.68,1.0,0.0,Autumn,No Holiday,Yes
970,225,9.0,-7.7,62,3.6,1637.0,-13.7,0.13,0.0,0.7,Winter,No Holiday,Yes
1806,56,5.0,1.0,68,,1519.0,-4.2,0.0,0.0,0.0,Winter,No Holiday,Yes
2448,397,23.0,,56,0.9,497.0,-1.3,0.0,0.0,0.0,,,Yes
4405,1253,12.0,28.3,30,3.0,1675.0,,3.29,0.0,0.0,Summer,No Holiday,Yes
5522,824,1.0,25.4,79,0.8,924.0,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes
5884,327,3.0,31.2,68,1.4,968.0,24.5,0.0,0.0,0.0,Summer,No Holiday,Yes
6600,1523,,24.4,54,1.6,2000.0,14.4,0.0,0.0,0.0,Autumn,No Holiday,Yes
4302,252,5.0,19.6,64,0.3,1483.0,12.5,0.0,0.0,0.0,,No Holiday,Yes
2852,1260,19.0,17.5,61,2.2,758.0,9.8,0.11,0.0,0.0,Spring,No Holiday,Yes
8715,319,,2.1,28,0.4,1981.0,-14.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
6363,492,2.0,29.8,53,,2000.0,19.1,0.0,0.0,0.0,Summer,No Holiday,Yes
1861,137,,2.2,19,,1946.0,-19.1,2.01,0.0,0.0,Winter,Holiday,Yes
4695,1153,14.0,23.8,62,1.2,1282.0,16.0,,0.0,0.0,Summer,No Holiday,Yes
5958,258,5.0,28.3,83,1.7,969.0,25.1,0.0,0.0,0.0,Summer,No Holiday,Yes
7145,1433,16.0,22.0,31,2.7,2000.0,4.0,1.87,0.0,0.0,Autumn,Holiday,Yes
3774,170,5.0,14.2,85,0.5,1412.0,11.7,0.0,,0.0,Spring,No Holiday,Yes
253,247,12.0,-5.2,33,4.6,1973.0,,,0.0,0.0,,No Holiday,
4690,175,9.0,19.1,96,,273.0,18.4,0.17,1.5,0.0,Summer,No Holiday,Yes
6026,733,1.0,28.8,75,2.1,1975.0,23.9,0.0,0.0,0.0,Summer,,Yes
1790,256,13.0,2.6,40,3.5,1854.0,-9.6,2.28,,0.0,Winter,No Holiday,Yes
6394,484,9.0,24.8,85,1.7,2000.0,22.0,0.32,0.0,0.0,Summer,No Holiday,Yes
2060,306,19.0,2.1,27,2.8,1883.0,-15.0,0.01,,0.0,Winter,No Holiday,Yes
4881,2283,,21.9,58,1.2,771.0,13.2,1.29,0.0,0.0,Summer,No Holiday,Yes
6588,981,11.0,,47,1.2,2000.0,15.2,2.63,0.0,0.0,,No Holiday,Yes
8268,768,11.0,13.8,63,2.2,416.0,6.8,1.32,,0.0,Autumn,No Holiday,Yes
1903,38,6.0,-4.1,30,1.1,2000.0,-19.1,0.0,,0.0,Winter,No Holiday,Yes
2751,882,14.0,16.1,37,2.4,315.0,1.3,,0.0,0.0,Spring,No Holiday,Yes
2120,443,7.0,1.3,47,0.7,1084.0,-8.7,,0.0,0.0,Winter,,Yes
7435,2012,,20.5,66,1.2,2000.0,13.9,0.16,0.0,0.0,Autumn,,Yes
4263,1730,,24.2,36,4.0,1907.0,8.1,2.16,,0.0,Spring,No Holiday,Yes
4595,942,10.0,20.2,62,1.8,2000.0,12.6,,0.0,0.0,Summer,No Holiday,Yes
2690,283,1.0,2.5,75,1.5,786.0,-1.4,,0.0,0.0,Spring,No Holiday,Yes
3886,1644,21.0,16.4,52,1.5,1273.0,6.5,0.0,0.0,0.0,Spring,,Yes
3887,1556,,16.2,54,,1327.0,6.8,,0.0,0.0,Spring,No Holiday,Yes
8275,1226,18.0,13.2,57,2.2,618.0,4.8,0.01,0.0,0.0,Autumn,,Yes
76,65,3.0,3.6,85,2.3,206.0,1.3,0.0,0.0,0.0,Winter,,Yes
2346,757,17.0,7.5,64,4.3,538.0,1.1,,0.0,0.0,,No Holiday,Yes
2352,315,23.0,2.8,73,1.8,468.0,-1.5,0.0,0.0,0.0,Spring,No Holiday,Yes
6826,1234,9.0,19.8,49,1.9,2000.0,8.7,1.24,0.0,0.0,Autumn,No Holiday,Yes
431,160,,1.5,82,2.4,537.0,-1.2,0.0,0.0,2.6,,No Holiday,Yes
4754,929,,20.9,79,2.0,932.0,17.1,0.0,0.0,,Summer,,Yes
6849,2391,8.0,18.2,56,1.5,1994.0,9.2,0.62,0.0,0.0,Autumn,No Holiday,Yes
3465,1502,8.0,10.5,79,1.3,2000.0,7.0,0.29,0.0,0.0,Spring,No Holiday,Yes
5207,1941,22.0,24.4,67,,2000.0,17.8,0.0,0.0,0.0,Summer,,Yes
8224,56,15.0,11.4,96,2.0,910.0,10.7,,9.5,0.0,Autumn,No Holiday,Yes
3609,1791,8.0,,73,0.5,357.0,10.9,0.39,0.0,0.0,Spring,No Holiday,Yes
5628,611,11.0,,48,2.2,1908.0,,2.53,0.0,0.0,Summer,No Holiday,Yes
6208,720,15.0,35.0,38,2.0,2000.0,18.5,2.8,0.0,0.0,,No Holiday,Yes
8405,171,4.0,7.1,64,0.6,663.0,0.7,0.0,0.0,0.0,Autumn,,Yes
8428,288,3.0,2.5,77,2.3,992.0,-1.1,0.0,,0.0,Autumn,No Holiday,Yes
5833,875,0.0,,68,1.9,2000.0,23.9,0.0,,0.0,Summer,No Holiday,Yes
241,125,0.0,-2.5,39,3.4,2000.0,,0.0,0.0,0.0,,No Holiday,Yes
784,295,15.0,1.5,22,3.0,1998.0,-17.9,0.76,0.0,0.0,Winter,No Holiday,Yes
1355,96,10.0,-16.5,33,3.4,1703.0,-29.0,0.62,0.0,0.5,Winter,No Holiday,Yes
6612,940,11.0,26.5,44,1.4,1958.0,13.2,2.62,0.0,0.0,Autumn,,Yes
978,266,17.0,-6.5,34,4.0,2000.0,-19.8,0.31,0.0,,Winter,No Holiday,Yes
810,382,17.0,-1.9,35,1.8,2000.0,-15.3,0.25,,0.0,Winter,No Holiday,Yes
2169,148,,1.5,80,,1246.0,-1.5,0.04,0.0,0.0,Spring,Holiday,Yes
4085,205,4.0,,44,0.8,2000.0,0.8,0.0,,0.0,Spring,No Holiday,Yes
4383,1071,14.0,29.6,31,3.7,1988.0,,,0.0,0.0,Summer,,Yes
1600,169,15.0,-5.7,25,4.4,1995.0,,1.94,0.0,0.0,Winter,,Yes
2942,818,,21.9,48,2.5,1113.0,10.3,2.14,0.0,0.0,Spring,No Holiday,Yes
3183,990,14.0,18.8,27,4.9,,-0.6,3.13,,0.0,Spring,No Holiday,Yes
4787,822,10.0,26.1,53,,554.0,15.7,2.14,0.0,0.0,Summer,No Holiday,
4752,1615,23.0,22.1,73,1.6,1180.0,17.0,0.0,0.0,0.0,Summer,No Holiday,Yes
685,363,12.0,4.3,62,,,-2.3,0.52,0.0,0.0,Winter,No Holiday,
5815,584,,27.9,63,0.5,2000.0,20.1,0.01,0.0,0.0,Summer,No Holiday,Yes
1621,172,12.0,-8.2,31,2.7,1858.0,-22.3,2.09,0.0,0.0,Winter,No Holiday,Yes
4340,2650,19.0,21.2,52,3.6,1856.0,10.9,0.55,0.0,0.0,Spring,No Holiday,Yes
1483,403,18.0,-1.8,35,2.1,,-15.2,0.05,0.0,1.6,Winter,No Holiday,Yes
2147,285,,6.5,53,2.0,518.0,-2.4,0.21,,0.0,Winter,No Holiday,Yes
1802,213,1.0,1.3,67,1.2,1738.0,-4.1,0.0,0.0,0.0,Winter,No Holiday,Yes
2096,402,,-3.1,68,0.8,1417.0,-8.1,,0.0,,Winter,No Holiday,Yes
4639,740,6.0,16.7,85,1.0,,14.1,0.03,0.0,0.0,Summer,No Holiday,Yes
1358,115,13.0,-13.3,28,2.7,1889.0,-27.9,1.26,0.0,0.5,Winter,No Holiday,Yes
6142,1851,,,66,1.6,2000.0,23.3,0.0,0.0,0.0,,,Yes
3559,230,6.0,10.6,84,,284.0,8.0,,0.0,0.0,Spring,No Holiday,Yes
3549,1499,20.0,16.9,41,3.1,1060.0,3.5,0.0,0.0,0.0,Spring,,Yes
5115,17,2.0,21.2,97,0.8,1018.0,20.6,0.0,2.0,0.0,Summer,No Holiday,Yes
4059,526,2.0,11.1,74,,2000.0,,0.0,0.0,0.0,Spring,No Holiday,Yes
4327,505,6.0,18.6,84,0.7,316.0,15.8,0.01,,0.0,Spring,No Holiday,Yes
3466,814,9.0,12.0,71,1.4,2000.0,6.8,0.92,0.0,0.0,Spring,No Holiday,Yes
5132,44,19.0,24.1,93,2.1,1118.0,22.8,0.23,1.5,0.0,Summer,No Holiday,Yes
6010,920,9.0,30.2,66,1.4,1131.0,23.1,1.48,0.0,0.0,Summer,No Holiday,Yes
495,255,14.0,4.3,47,,953.0,-6.0,,0.0,1.6,Winter,No Holiday,Yes
3333,1346,20.0,13.0,41,,1164.0,0.0,0.0,0.0,0.0,Spring,,Yes
8077,1023,12.0,14.9,40,,,1.4,2.06,0.0,0.0,Autumn,No Holiday,Yes
4596,1074,11.0,21.3,56,1.5,1989.0,12.1,1.18,0.0,0.0,Summer,No Holiday,Yes
2329,49,0.0,5.2,83,,733.0,2.5,0.0,0.5,0.0,Spring,No Holiday,Yes
30,79,5.0,-4.0,79,,1202.0,-7.1,0.0,0.0,0.0,Winter,No Holiday,Yes
5664,1193,23.0,29.3,66,2.8,1854.0,22.2,,,0.0,Summer,No Holiday,Yes
7169,1955,16.0,24.2,28,1.7,2000.0,4.5,1.86,0.0,0.0,Autumn,Holiday,Yes
8583,719,14.0,6.3,16,2.9,2000.0,-17.7,1.67,0.0,,Autumn,No Holiday,Yes
1093,311,12.0,6.2,64,1.9,549.0,-0.1,0.79,0.0,,Winter,No Holiday,Yes
125,58,4.0,-3.4,75,0.0,1982.0,-7.2,0.0,0.0,0.4,Winter,No Holiday,Yes
7417,0,,16.4,94,,1744.0,15.4,0.0,1.0,,Autumn,,No
6783,1662,14.0,28.2,29,,2000.0,8.4,,0.0,,Autumn,,Yes
4020,182,11.0,20.4,98,0.9,300.0,20.0,0.25,2.5,0.0,Spring,No Holiday,Yes
5685,1935,20.0,30.9,67,,1470.0,24.0,0.05,0.0,0.0,,No Holiday,Yes
2299,1246,18.0,8.7,28,3.2,2000.0,-8.8,0.49,0.0,0.0,Spring,No Holiday,Yes
6249,754,,23.2,47,,2000.0,11.2,0.93,0.0,0.0,Summer,,Yes
1554,211,17.0,-5.6,32,4.6,2000.0,-19.7,0.53,0.0,0.0,,No Holiday,Yes
7836,81,,13.0,70,5.0,,7.6,0.5,0.0,0.0,,No Holiday,Yes
599,176,22.0,-1.3,53,,2000.0,-9.6,0.0,0.0,0.0,Winter,Holiday,Yes
2124,342,11.0,,41,0.8,792.0,-7.3,0.53,,0.0,,No Holiday,Yes
1417,80,0.0,-9.3,45,,1976.0,,0.0,0.0,0.0,Winter,No Holiday,Yes
6065,853,16.0,36.4,40,3.2,2000.0,20.6,2.59,0.0,0.0,Summer,No Holiday,Yes
4768,1979,15.0,27.3,51,2.6,598.0,16.2,2.4,,0.0,Summer,No Holiday,Yes
6717,1900,20.0,25.1,71,,2000.0,,0.0,0.0,0.0,Autumn,,Yes
5406,266,5.0,24.8,86,1.6,1170.0,,0.0,0.0,0.0,Summer,No Holiday,Yes
5387,836,10.0,27.4,70,2.4,1335.0,21.4,1.28,0.0,0.0,,No Holiday,Yes
7485,1838,20.0,15.5,45,2.2,2000.0,3.6,,0.0,0.0,Autumn,,Yes
4490,1031,1.0,20.6,63,0.6,1670.0,13.3,0.0,0.0,0.0,Summer,Holiday,Yes
2198,375,,2.3,22,3.1,1627.0,-17.2,2.83,,0.0,,No Holiday,Yes
5639,1697,22.0,30.3,60,1.8,2000.0,21.6,0.0,0.0,0.0,,No Holiday,Yes
5763,511,2.0,27.7,73,0.4,1832.0,22.4,0.0,0.0,0.0,Summer,No Holiday,Yes
726,22,,-0.8,85,2.8,329.0,-3.0,0.0,0.0,1.2,Winter,Holiday,Yes
7894,1513,21.0,14.5,50,,1741.0,4.1,,0.0,0.0,Autumn,No Holiday,Yes
4109,113,4.0,12.4,0,0.8,,,0.0,0.0,0.0,Spring,No Holiday,Yes
809,299,16.0,-0.4,30,2.0,2000.0,-15.9,0.62,0.0,0.0,Winter,No Holiday,Yes
3498,1878,,22.9,23,2.8,1985.0,,1.64,0.0,0.0,Spring,No Holiday,Yes
7083,655,2.0,19.4,85,0.0,1533.0,16.8,,0.0,0.0,Autumn,No Holiday,Yes
959,166,22.0,-4.2,67,1.6,503.0,-9.4,0.0,,0.0,Winter,No Holiday,Yes
3133,1023,12.0,,37,4.6,1761.0,5.2,2.94,0.0,0.0,Spring,,Yes
5493,2174,20.0,28.9,64,1.7,1567.0,21.3,0.1,0.0,0.0,,No Holiday,Yes
811,637,,-3.1,39,2.1,,-15.1,0.0,0.0,0.0,,No Holiday,Yes
835,603,18.0,-2.6,38,,1604.0,-14.9,0.0,0.0,0.0,Winter,No Holiday,Yes
8145,1975,8.0,7.2,80,0.8,515.0,3.9,0.13,0.0,0.0,,No Holiday,Yes
2424,288,23.0,4.2,34,1.7,,-10.3,,0.0,0.0,Spring,No Holiday,Yes
7014,0,5.0,19.3,73,0.9,1782.0,14.3,,0.0,0.0,,No Holiday,No
8280,676,,10.3,84,1.3,250.0,7.7,0.0,0.0,0.0,Autumn,No Holiday,Yes
1236,216,11.0,1.9,25,,1493.0,-16.1,0.78,0.0,0.0,Winter,No Holiday,Yes
1226,177,,-0.8,58,0.4,400.0,,0.0,0.0,0.0,Winter,,Yes
7455,1987,,20.2,42,2.8,1832.0,6.8,,0.0,0.0,Autumn,No Holiday,Yes
6439,243,6.0,20.4,88,0.6,1064.0,18.3,0.0,0.0,0.0,Summer,No Holiday,Yes
4002,304,,21.9,97,3.2,207.0,,0.14,0.5,0.0,,No Holiday,Yes
7399,531,,17.7,55,1.5,2000.0,8.5,0.0,0.0,0.0,Autumn,No Holiday,Yes
3686,516,13.0,13.4,56,3.7,1693.0,4.7,0.82,0.1,0.0,,No Holiday,Yes
5689,939,0.0,27.7,78,1.2,,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes
4048,906,15.0,16.7,85,1.2,2000.0,,0.49,0.0,0.0,,No Holiday,Yes
3575,1165,22.0,13.0,45,1.6,1713.0,1.3,0.0,,0.0,Spring,,Yes
2967,931,14.0,21.0,53,,1306.0,11.0,1.12,0.0,0.0,Spring,No Holiday,Yes
4583,776,22.0,,75,1.3,2000.0,16.3,0.0,0.0,0.0,Summer,,Yes
5066,1070,,22.6,85,0.3,323.0,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes
6385,238,0.0,25.7,83,2.0,2000.0,22.5,0.0,0.5,0.0,Summer,No Holiday,Yes
1658,126,1.0,-8.5,60,1.2,1908.0,,0.0,0.0,0.0,Winter,No Holiday,Yes
7899,434,2.0,12.8,59,0.9,1804.0,4.9,0.0,0.0,0.0,,No Holiday,Yes
7881,2070,,7.9,76,1.2,1290.0,3.9,0.25,0.0,0.0,Autumn,No Holiday,Yes
453,225,20.0,-4.9,55,2.0,2000.0,-12.5,0.0,,2.0,Winter,No Holiday,Yes
6116,1117,,32.0,76,2.1,692.0,27.2,0.1,1.0,0.0,Summer,No Holiday,Yes
5423,1682,22.0,27.6,70,2.7,1994.0,21.6,0.0,0.0,0.0,Summer,,Yes
3122,376,1.0,9.0,44,1.0,1314.0,-2.6,0.0,0.0,,Spring,No Holiday,Yes
2620,95,3.0,4.7,44,,2000.0,,0.0,0.0,0.0,Spring,No Holiday,Yes
423,116,,0.5,76,0.9,364.0,-3.2,,0.0,,Winter,No Holiday,Yes
4621,1204,,,52,1.2,2000.0,,,0.0,0.0,Summer,,Yes
1221,219,20.0,2.9,66,1.2,173.0,-2.8,0.0,,,Winter,No Holiday,Yes
2930,295,1.0,16.0,79,1.0,716.0,12.3,0.0,0.0,0.0,Spring,No Holiday,Yes
4054,1263,21.0,15.3,73,2.3,2000.0,10.4,,0.0,0.0,Spring,No Holiday,
4455,1148,14.0,26.5,43,3.9,1671.0,12.8,2.36,0.0,0.0,Summer,No Holiday,Yes
2846,716,13.0,,48,1.9,596.0,8.1,2.32,,0.0,Spring,No Holiday,Yes
3024,79,23.0,7.1,96,1.3,1497.0,6.5,0.0,0.5,0.0,Spring,No Holiday,Yes
8437,994,12.0,9.1,34,1.0,,-5.9,1.95,0.0,0.0,Autumn,No Holiday,Yes
1002,219,17.0,-9.3,43,2.8,1900.0,-19.6,0.28,0.0,0.0,Winter,,Yes
103,172,6.0,-7.4,34,3.2,2000.0,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes
2419,776,18.0,9.4,22,2.9,1995.0,,0.55,0.0,0.0,Spring,,Yes
7595,1037,10.0,12.6,50,1.4,1712.0,2.4,1.68,0.0,0.0,Autumn,No Holiday,Yes
5808,1202,23.0,31.7,52,1.2,2000.0,,0.0,0.0,0.0,Summer,No Holiday,Yes
6442,725,9.0,24.2,64,1.2,1985.0,16.9,1.48,,0.0,,No Holiday,Yes
1581,98,20.0,-8.2,28,3.5,,-23.5,0.0,0.0,0.0,Winter,No Holiday,Yes
5024,1391,7.0,22.7,81,0.4,866.0,19.2,,0.0,0.0,Summer,No Holiday,Yes
2207,414,22.0,0.5,38,0.9,1907.0,-12.2,0.0,0.0,0.0,Spring,No Holiday,Yes
171,131,2.0,-4.3,53,1.0,1918.0,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes
6867,437,2.0,21.2,66,0.8,2000.0,14.5,0.0,0.0,0.0,Autumn,,Yes
136,412,15.0,5.5,31,,1968.0,-10.3,,0.0,0.0,Winter,No Holiday,Yes
758,248,13.0,2.4,22,2.3,1921.0,-17.2,1.1,0.0,0.0,,Holiday,Yes
5240,567,7.0,19.6,57,1.6,2000.0,10.8,0.42,0.0,0.0,,No Holiday,Yes
1311,125,14.0,-11.1,26,3.8,1980.0,,1.25,,,Winter,No Holiday,Yes
1218,377,17.0,,53,1.8,276.0,-3.1,0.22,0.0,0.0,Winter,No Holiday,
2285,79,4.0,-0.5,75,0.6,1967.0,-4.3,,0.0,0.0,,No Holiday,Yes
6286,1821,21.0,,61,,2000.0,19.6,0.0,0.0,0.0,Summer,,Yes
2906,453,1.0,11.7,74,0.5,979.0,7.2,0.0,,0.0,Spring,,Yes
3208,1108,15.0,18.6,15,0.9,1991.0,,0.81,0.0,0.0,Spring,,Yes
6320,608,,23.4,94,2.4,,22.3,,,0.0,Summer,No Holiday,Yes
5318,1074,13.0,25.2,77,1.2,1951.0,20.8,1.06,0.0,0.0,Summer,No Holiday,Yes
1936,392,15.0,6.3,35,2.6,991.0,-8.0,1.2,0.0,0.0,Winter,No Holiday,Yes
4440,1274,23.0,22.0,44,0.8,1978.0,9.1,0.0,0.0,0.0,Summer,No Holiday,Yes
7741,1161,,17.4,33,1.1,,0.9,,0.0,0.0,,No Holiday,Yes
6651,324,,,96,0.4,970.0,20.2,0.0,0.0,0.0,Autumn,No Holiday,Yes
808,286,15.0,-1.1,29,2.8,1976.0,-16.9,,0.0,0.0,Winter,No Holiday,Yes
2046,58,5.0,1.8,84,2.7,214.0,,0.0,0.0,0.0,Winter,No Holiday,Yes
3773,185,4.0,14.4,85,0.8,1437.0,11.9,0.0,0.0,0.0,Spring,No Holiday,Yes
463,97,6.0,,66,0.9,1718.0,-13.4,0.0,0.0,2.0,Winter,No Holiday,Yes
2928,588,23.0,16.3,82,1.3,480.0,13.2,0.0,0.0,0.0,Spring,,Yes
1957,356,12.0,4.0,23,3.5,1785.0,-15.3,2.03,,0.0,,No Holiday,Yes
2446,771,21.0,8.7,49,1.7,464.0,-1.4,,0.0,,Spring,No Holiday,Yes
4479,1120,14.0,28.9,34,2.7,1328.0,11.4,2.06,0.0,0.0,,No Holiday,Yes
4472,1602,7.0,18.8,64,0.7,1099.0,11.8,0.48,0.0,0.0,Summer,No Holiday,Yes
800,308,7.0,-6.9,48,2.4,1974.0,-16.0,0.0,0.0,0.0,Winter,,Yes
2403,171,2.0,4.7,78,,466.0,1.1,,0.0,0.0,Spring,No Holiday,Yes
4382,1093,13.0,29.4,33,2.2,1535.0,11.4,,0.0,0.0,,No Holiday,Yes
1074,302,17.0,4.5,51,1.1,1244.0,-4.7,0.17,0.0,0.0,Winter,No Holiday,
4598,1752,,24.2,48,1.2,1968.0,12.4,2.19,0.0,0.0,Summer,No Holiday,Yes
145,198,0.0,1.4,92,0.5,240.0,0.2,,,0.9,,No Holiday,Yes
6261,1965,20.0,27.6,46,1.2,2000.0,14.9,0.01,0.0,0.0,Summer,No Holiday,Yes
1341,141,20.0,-13.5,33,2.4,2000.0,-26.3,0.0,0.0,,,No Holiday,Yes
3683,762,10.0,13.8,47,4.8,1561.0,2.6,1.64,0.0,,Spring,,
6758,1505,13.0,26.1,32,3.0,1985.0,8.1,3.06,,0.0,Autumn,No Holiday,Yes
2092,46,,-1.9,67,1.0,1575.0,-7.2,,0.0,0.0,Winter,No Holiday,Yes
5779,1141,18.0,35.8,35,1.3,,17.9,1.21,,,,No Holiday,Yes
5145,2135,8.0,24.3,83,0.5,1986.0,21.2,0.53,,0.0,Summer,,Yes
5545,1041,0.0,26.7,80,1.4,1465.0,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes
5193,1836,8.0,23.6,93,0.9,308.0,22.3,0.21,0.0,0.0,Summer,No Holiday,
5526,329,5.0,23.6,88,0.2,604.0,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes
3754,12,,,97,0.8,413.0,,0.18,,0.0,Spring,No Holiday,Yes
3166,0,21.0,11.0,34,2.1,2000.0,-4.2,,0.0,0.0,Spring,,No
5227,3196,,25.9,52,2.1,2000.0,15.2,0.57,0.0,0.0,Summer,No Holiday,Yes
1004,251,19.0,-10.9,44,,2000.0,-20.7,0.0,0.0,0.0,Winter,No Holiday,Yes
6398,274,13.0,25.8,78,2.8,2000.0,21.6,,0.0,0.0,Summer,,Yes
6062,696,13.0,34.2,41,,2000.0,19.0,,0.0,0.0,Summer,,Yes
6745,1107,0.0,19.2,53,3.7,2000.0,,0.0,0.0,0.0,Autumn,No Holiday,Yes
7728,944,23.0,10.9,64,0.2,,4.3,0.0,,0.0,Autumn,No Holiday,Yes
556,149,3.0,5.2,82,0.8,190.0,2.3,,0.0,0.0,Winter,,Yes
6991,0,,17.7,77,0.2,1757.0,13.6,,0.0,0.0,Autumn,No Holiday,No
4029,17,20.0,,97,2.8,388.0,20.7,0.0,12.5,0.0,Spring,No Holiday,Yes
7809,2111,8.0,9.7,58,0.6,1559.0,,0.22,0.0,0.0,,,Yes
1486,229,21.0,-3.4,40,0.9,2000.0,-15.0,,0.0,1.6,Winter,No Holiday,Yes
6640,137,,25.7,81,0.7,1825.0,,0.43,0.0,,Autumn,,Yes
1273,96,0.0,-5.3,77,3.8,894.0,-8.7,0.0,0.0,1.0,Winter,No Holiday,Yes
5361,1811,8.0,26.3,84,,973.0,23.3,0.48,0.0,0.0,,,Yes
1412,134,19.0,-6.0,31,3.6,2000.0,,0.0,0.0,0.0,Winter,,Yes
8178,0,17.0,15.3,63,1.2,260.0,8.2,0.23,0.0,0.0,,No Holiday,No
